sample10,,sample11,,sample12,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0151978,0.02360359766,800.0151978,0.02346430905,800.0151978,0.02319725417,
799.0057373,0.02352021635,799.0057373,0.02310900949,799.0057373,0.02245614119,
797.9959717,0.02311392315,797.9959717,0.0225777626,797.9959717,0.02270094678,
796.9857178,0.0233130753,796.9857178,0.02291862853,796.9857178,0.02249008045,
796.0099487,0.02297801338,796.0099487,0.02263281867,796.0099487,0.02232228965,
794.9989014,0.02273378707,794.9989014,0.02229569294,794.9989014,0.02287224121,
793.9874878,0.02284050919,793.9874878,0.02290031873,793.9874878,0.02248926274,
793.0105591,0.02312080376,793.0105591,0.02260244079,793.0105591,0.0223867707,
791.9983521,0.02298049629,791.9983521,0.02266568132,791.9983521,0.02200054377,
790.9857178,0.02239958011,790.9857178,0.022082109,790.9857178,0.02217823453,
790.0076294,0.02288642898,790.0076294,0.02265207283,790.0076294,0.02213644795,
788.9942627,0.022272503,788.9942627,0.02284269035,788.9942627,0.02247527801,
788.0154419,0.02250035852,788.0154419,0.02191063575,788.0154419,0.02226337604,
787.0012817,0.02266789041,787.0012817,0.02242948115,787.0012817,0.02189067937,
785.9865723,0.02236439474,785.9865723,0.02218025178,785.9865723,0.0222513862,
785.0067139,0.02231901884,785.0067139,0.02219354548,785.0067139,0.02181527577,
783.991272,0.02248980664,783.991272,0.02195223793,783.991272,0.02149869129,
783.010498,0.02231743746,783.010498,0.02171745896,783.010498,0.02129971795,
781.9944458,0.02191599831,781.9944458,0.022114411,781.9944458,0.02133925073,
781.0128784,0.02224729955,781.0128784,0.0217936635,781.0128784,0.02146686986,
779.9960327,0.02199703082,779.9960327,0.02174094506,779.9960327,0.021316275,
779.0137329,0.02218207717,779.0137329,0.02152140439,779.0137329,0.02134047262,
777.9960327,0.02220929228,777.9960327,0.02211571857,777.9960327,0.02130143158,
777.0130615,0.02203006297,777.0130615,0.02154292166,777.0130615,0.02148987912,
775.9945679,0.02238505334,775.9945679,0.0216995813,775.9945679,0.02117350698,
775.0108032,0.02143755183,775.0108032,0.02178242244,775.0108032,0.02133359388,
773.9916382,0.02167177014,773.9916382,0.02129335701,773.9916382,0.02126233652,
773.0070801,0.02158394456,773.0070801,0.02153723501,773.0070801,0.02178362012,
771.9870605,0.02156843804,771.9870605,0.02147717774,771.9870605,0.0209701173,
771.0018921,0.02189345658,771.0018921,0.02202731185,771.0018921,0.02138917334,
770.0162964,0.02187184058,770.0162964,0.02202099375,770.0162964,0.02143986337,
768.9950562,0.02233144455,768.9950562,0.0222180374,768.9950562,0.02149159275,
768.0087891,0.02245311439,768.0087891,0.02240614966,768.0087891,0.02177877538,
766.9868164,0.02295877226,766.9868164,0.02253040299,766.9868164,0.02225705422,
765.9997559,0.02307302877,765.9997559,0.02280124836,765.9997559,0.02234330028,
765.0123291,0.0234482158,765.0123291,0.02338344045,765.0123291,0.02274917252,
763.9892578,0.02388594486,763.9892578,0.02364670113,763.9892578,0.02306568623,
763.0010986,0.02440217324,763.0010986,0.02374801412,763.0010986,0.02314029634,
762.0126343,0.02404528484,762.0126343,0.02357766032,762.0126343,0.02347810753,
760.9883423,0.02403360233,760.9883423,0.02416781709,760.9883423,0.02349810861,
759.9991455,0.02411702648,759.9991455,0.02358714305,759.9991455,0.02353090048,
759.0095825,0.02332962677,759.0095825,0.02354344353,759.0095825,0.02264489979,
757.9841919,0.02330933325,757.9841919,0.02290331945,757.9841919,0.02284760214,
756.9938965,0.02311263978,756.9938965,0.02246491797,756.9938965,0.02220051922,
756.0031738,0.02284299023,756.0031738,0.02173539437,756.0031738,0.02189362049,
755.012085,0.02232122608,755.012085,0.0217340868,755.012085,0.02151637152,
753.9852905,0.02239074931,753.9852905,0.02116570622,753.9852905,0.02149317041,
752.9934692,0.02221416868,752.9934692,0.0210567601,752.9934692,0.02114526741,
752.0013428,0.02259426005,752.0013428,0.02102287859,752.0013428,0.02104762942,
751.0089111,0.02241062,751.0089111,0.02093355171,751.0089111,0.02116396651,
750.0160522,0.02261629328,750.0160522,0.0209681876,750.0160522,0.02097171918,
748.9873657,0.02225209586,748.9873657,0.021179948,748.9873657,0.02113986015,
747.9937744,0.02229528315,747.9937744,0.02121737599,747.9937744,0.02084038965,
746.9998779,0.02180463262,746.9998779,0.021043038,746.9998779,0.0206956584,
746.0055542,0.02178527974,746.0055542,0.02071238309,746.0055542,0.02071762271,
745.0108643,0.02119019441,745.0108643,0.01997988485,745.0108643,0.02020114288,
744.0159302,0.02094202861,744.0159302,0.01976464503,744.0159302,0.01942870952,
742.9850464,0.02026300505,742.9850464,0.01865659282,742.9850464,0.0190495383,
741.9893799,0.01908800006,741.9893799,0.01834340952,741.9893799,0.0181663353,
740.9933472,0.01856880635,740.9933472,0.01761327498,740.9933472,0.01723202318,
739.9969482,0.01804918051,739.9969482,0.01707847416,739.9969482,0.01701725274,
739.0001831,0.01773268729,739.0001831,0.01655315049,739.0001831,0.01629213803,
